week,state,district,risk_category,severity_score,severity_trend,dominant_signal,signal_contribution,enrol_total,demo_total,bio_total,enrol_age_0_5,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,is_anomaly,data_quality_flag,data_completeness
2025-09-02/2025-09-08,ANDHRA PRADESH,ANANTAPUR,Watchlist,81.94429360324835,stable,Demographic,Demographic (34%),587,3615,3092,532,53,2,370,3245,1527,1565,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,ANANTAPUR,Watchlist,73.58889146040941,accelerating_down,Demographic,Demographic (34%),561,3102,2906,514,44,3,336,2766,1349,1557,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,ANANTAPUR,Emerging_Risk,80.24779738869827,accelerating_up,Demographic,Demographic (35%),583,3300,2414,543,39,1,322,2978,912,1502,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,ANANTAPUR,Stable,59.01310034780462,accelerating_down,Enrolment,Enrolment (43%),338,0,0,311,26,1,0,0,0,0,False,partial,33.33333333333333
2025-09-30/2025-10-06,ANDHRA PRADESH,ANANTAPUR,Stable,39.09556367858082,declining,Demographic,Demographic (42%),1,0,0,0,1,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,ANANTAPUR,Emerging_Risk,83.18468713961344,accelerating_up,Biometric,Biometric (38%),98,325,15,88,10,0,24,301,4,11,False,complete,100.0
2025-10-14/2025-10-20,ANDHRA PRADESH,ANANTAPUR,Emerging_Risk,86.39405858778923,rising,Biometric,Biometric (34%),569,3451,3530,538,30,1,639,2812,1429,2101,False,complete,100.0
2025-10-21/2025-10-27,ANDHRA PRADESH,ANANTAPUR,Critical,94.05835081889622,accelerating_up,Biometric,Biometric (35%),393,4309,7173,365,27,1,846,3463,4331,2842,False,complete,100.0
2025-10-28/2025-11-03,ANDHRA PRADESH,ANANTAPUR,Critical,91.84355325948623,stable,Biometric,Biometric (35%),841,7028,9470,778,63,0,2476,4552,7060,2410,True,complete,100.0
2025-11-04/2025-11-10,ANDHRA PRADESH,ANANTAPUR,Watchlist,83.72544495726876,accelerating_down,Biometric,Biometric (35%),533,4408,4814,504,26,3,1236,3172,2706,2108,False,complete,100.0
2025-11-11/2025-11-17,ANDHRA PRADESH,ANANTAPUR,Watchlist,84.15218829681012,stable,Demographic,Demographic (35%),633,4741,3866,593,39,1,878,3863,1609,2257,False,complete,100.0
2025-11-18/2025-11-24,ANDHRA PRADESH,ANANTAPUR,Emerging_Risk,87.45649411679628,rising,Biometric,Biometric (35%),344,1736,1779,327,17,0,226,1510,994,785,False,complete,100.0
2025-11-25/2025-12-01,ANDHRA PRADESH,ANANTAPUR,Critical,91.52097068962149,rising,Enrolment,Enrolment (34%),162,4710,2702,151,11,0,1080,3630,1569,1133,False,complete,100.0
2025-12-02/2025-12-08,ANDHRA PRADESH,ANANTAPUR,Watchlist,76.51003380765547,accelerating_down,Demographic,Demographic (40%),0,7242,5809,0,0,0,1394,5848,2381,3428,False,partial,66.66666666666666
2025-12-09/2025-12-15,ANDHRA PRADESH,ANANTAPUR,Emerging_Risk,83.0775348910971,accelerating_up,Demographic,Demographic (36%),192,5785,4287,177,14,1,877,4908,2009,2278,False,complete,100.0
2025-12-16/2025-12-22,ANDHRA PRADESH,ANANTAPUR,Watchlist,85.90468102663176,stable,Demographic,Demographic (34%),272,3396,2186,271,1,0,573,2823,1177,1009,False,complete,100.0
2025-12-23/2025-12-29,ANDHRA PRADESH,ANANTAPUR,Watchlist,84.78382249658203,stable,Biometric,Biometric (35%),619,4166,4165,591,27,1,690,3476,2096,2069,False,complete,100.0
2025-12-30/2026-01-05,ANDHRA PRADESH,ANANTAPUR,Stable,54.003031526937576,accelerating_down,Enrolment,Enrolment (38%),112,0,0,85,27,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ANDHRA PRADESH,ANNAMAYYA,Watchlist,54.79586062381168,insufficient_data,Demographic,Demographic (40%),0,11651,5594,0,0,0,1264,10387,3586,2008,True,partial,66.66666666666666
2025-04-01/2025-04-07,ANDHRA PRADESH,ANNAMAYYA,Critical,64.38000162652915,rising,Demographic,Demographic (45%),0,3348,11928,0,0,0,539,2809,9622,2306,True,partial,66.66666666666666
2025-04-29/2025-05-05,ANDHRA PRADESH,ANNAMAYYA,Watchlist,67.0374848948724,stable,Demographic,Demographic (46%),0,6858,9998,0,0,0,1303,5555,7476,2522,True,partial,66.66666666666666
2025-05-27/2025-06-02,ANDHRA PRADESH,ANNAMAYYA,Watchlist,64.89545415127043,stable,Demographic,Demographic (49%),0,9222,7662,0,0,0,2072,7150,5257,2405,False,partial,66.66666666666666
2025-07-01/2025-07-07,ANDHRA PRADESH,ANNAMAYYA,Stable,53.8688573749066,accelerating_down,Demographic,Demographic (54%),0,5204,4413,0,0,0,892,4312,1934,2479,False,partial,66.66666666666666
2025-08-26/2025-09-01,ANDHRA PRADESH,ANNAMAYYA,Stable,51.06577642875546,stable,Demographic,Demographic (39%),33,303,149,32,1,0,28,275,56,93,False,complete,100.0
2025-09-02/2025-09-08,ANDHRA PRADESH,ANNAMAYYA,Stable,53.77272402732537,stable,Demographic,Demographic (39%),193,1729,852,168,14,11,227,1502,333,519,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,ANNAMAYYA,Stable,48.101558571592555,accelerating_down,Demographic,Demographic (36%),183,1403,857,161,19,3,136,1267,305,552,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,ANNAMAYYA,Stable,50.98201639764021,stable,Demographic,Demographic (38%),151,1291,757,139,10,2,128,1163,254,503,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,ANNAMAYYA,Stable,49.21577672571767,stable,Demographic,Demographic (34%),122,0,0,114,7,1,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,ANNAMAYYA,Stable,53.3668503059871,rising,Biometric,Biometric (41%),25,128,2,22,3,0,9,119,2,0,False,complete,100.0
2025-10-14/2025-10-20,ANDHRA PRADESH,ANNAMAYYA,Stable,57.286937640793965,rising,Demographic,Demographic (39%),195,1581,986,181,13,1,308,1273,430,556,False,complete,100.0
2025-10-21/2025-10-27,ANDHRA PRADESH,ANNAMAYYA,Watchlist,69.98857750288609,accelerating_up,Biometric,Biometric (39%),112,1547,2718,105,6,1,402,1145,1976,742,False,complete,100.0
2025-10-28/2025-11-03,ANDHRA PRADESH,ANNAMAYYA,Watchlist,67.66880979643946,stable,Demographic,Demographic (39%),220,3415,3161,209,11,0,1351,2064,2445,716,False,complete,100.0
2025-11-04/2025-11-10,ANDHRA PRADESH,ANNAMAYYA,Stable,58.95234455407032,accelerating_down,Demographic,Demographic (36%),176,2045,1945,166,6,4,568,1477,1273,672,False,complete,100.0
2025-11-11/2025-11-17,ANDHRA PRADESH,ANNAMAYYA,Stable,59.61684303117042,stable,Demographic,Demographic (40%),207,2322,1538,195,8,4,456,1866,902,636,False,complete,100.0
2025-11-18/2025-11-24,ANDHRA PRADESH,ANNAMAYYA,Watchlist,61.28114772214599,stable,Biometric,Biometric (40%),78,640,893,78,0,0,97,543,632,261,False,complete,100.0
2025-11-25/2025-12-01,ANDHRA PRADESH,ANNAMAYYA,Watchlist,63.881810865732554,stable,Demographic,Demographic (38%),43,2260,886,40,3,0,616,1644,568,318,False,complete,100.0
2025-12-02/2025-12-08,ANDHRA PRADESH,ANNAMAYYA,Stable,58.98406851167313,declining,Demographic,Demographic (40%),0,3012,1912,0,0,0,543,2469,810,1102,False,partial,66.66666666666666
2025-12-09/2025-12-15,ANDHRA PRADESH,ANNAMAYYA,Stable,58.402924803058745,stable,Demographic,Demographic (41%),66,2602,1448,62,2,2,421,2181,749,699,False,complete,100.0
2025-12-16/2025-12-22,ANDHRA PRADESH,ANNAMAYYA,Stable,57.51020547403489,stable,Demographic,Demographic (37%),87,1337,957,87,0,0,242,1095,684,273,False,complete,100.0
2025-12-23/2025-12-29,ANDHRA PRADESH,ANNAMAYYA,Stable,59.73669258106969,stable,Demographic,Demographic (35%),271,1931,1581,259,11,1,315,1616,903,678,False,complete,100.0
2025-12-30/2026-01-05,ANDHRA PRADESH,ANNAMAYYA,Stable,46.105782401245214,accelerating_down,Demographic,Demographic (36%),44,0,0,39,4,1,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ANDHRA PRADESH,BAPATLA,Watchlist,59.87509032006044,insufficient_data,Demographic,Demographic (37%),0,12636,8803,0,0,0,1086,11550,5883,2920,True,partial,66.66666666666666
2025-04-01/2025-04-07,ANDHRA PRADESH,BAPATLA,Stable,47.198349340062066,declining,Biometric,Biometric (50%),0,0,12671,0,0,0,0,0,9684,2987,True,partial,33.33333333333333
2025-04-29/2025-05-05,ANDHRA PRADESH,BAPATLA,Watchlist,62.640602866090234,accelerating_up,Demographic,Demographic (41%),0,1554,10660,0,0,0,242,1312,7508,3152,False,partial,66.66666666666666
2025-05-27/2025-06-02,ANDHRA PRADESH,BAPATLA,Watchlist,64.26983695734333,stable,Biometric,Biometric (40%),0,1178,12953,0,0,0,211,967,8946,4007,False,partial,66.66666666666666
2025-07-01/2025-07-07,ANDHRA PRADESH,BAPATLA,Stable,50.87854024288347,accelerating_down,Demographic,Demographic (46%),0,1056,6764,0,0,0,160,896,3082,3682,False,partial,66.66666666666666
2025-08-26/2025-09-01,ANDHRA PRADESH,BAPATLA,Stable,56.38224277484258,accelerating_up,Demographic,Demographic (43%),41,475,129,36,5,0,33,442,57,72,False,complete,100.0
2025-09-02/2025-09-08,ANDHRA PRADESH,BAPATLA,Watchlist,61.46091068585807,rising,Demographic,Demographic (40%),230,2582,1212,188,40,2,216,2366,480,732,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,BAPATLA,Stable,55.232221696199,accelerating_down,Demographic,Demographic (39%),222,2245,1251,178,44,0,234,2011,511,740,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,BAPATLA,Stable,58.008553127525424,stable,Demographic,Demographic (41%),185,2077,1032,162,22,1,156,1921,373,659,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,BAPATLA,Stable,50.97337829912936,accelerating_down,Enrolment,Enrolment (35%),154,0,0,138,16,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,BAPATLA,Stable,46.2419412990896,declining,Demographic,Demographic (46%),44,169,0,39,5,0,9,160,0,0,False,partial,66.66666666666666
2025-10-14/2025-10-20,ANDHRA PRADESH,BAPATLA,Watchlist,67.12417962880248,accelerating_up,Demographic,Demographic (39%),203,2374,1740,181,21,1,297,2077,651,1089,False,complete,100.0
2025-10-21/2025-10-27,ANDHRA PRADESH,BAPATLA,Emerging_Risk,79.40695486184335,rising,Biometric,Biometric (39%),151,2159,4189,130,20,1,351,1808,2979,1210,False,complete,100.0
2025-10-28/2025-11-03,ANDHRA PRADESH,BAPATLA,Watchlist,66.45501308947482,accelerating_down,Demographic,Demographic (37%),233,2826,3236,204,29,0,566,2260,2174,1062,False,complete,100.0
2025-11-04/2025-11-10,ANDHRA PRADESH,BAPATLA,Watchlist,71.87190845546232,accelerating_up,Biometric,Biometric (37%),281,3067,3507,264,16,1,570,2497,2329,1178,False,complete,100.0
2025-11-11/2025-11-17,ANDHRA PRADESH,BAPATLA,Watchlist,70.91762201598068,stable,Demographic,Demographic (36%),336,2947,2765,291,40,5,377,2570,1809,956,False,complete,100.0
2025-11-18/2025-11-24,ANDHRA PRADESH,BAPATLA,Emerging_Risk,76.06835389285978,accelerating_up,Biometric,Biometric (40%),150,1093,1912,137,13,0,110,983,1560,352,False,complete,100.0
2025-11-25/2025-12-01,ANDHRA PRADESH,BAPATLA,Watchlist,75.83349205699395,stable,Biometric,Biometric (36%),65,2738,1915,62,3,0,475,2263,1479,436,False,complete,100.0
2025-12-02/2025-12-08,ANDHRA PRADESH,BAPATLA,Watchlist,67.83744015614148,accelerating_down,Demographic,Demographic (40%),0,4199,3352,0,0,0,628,3571,1978,1374,True,partial,66.66666666666666
2025-12-09/2025-12-15,ANDHRA PRADESH,BAPATLA,Watchlist,66.21453532220163,stable,Demographic,Demographic (38%),93,3149,2432,82,9,2,391,2758,1409,1023,False,complete,100.0
2025-12-16/2025-12-22,ANDHRA PRADESH,BAPATLA,Watchlist,68.79223208330747,stable,Biometric,Biometric (34%),150,1659,1539,150,0,0,214,1445,1065,474,False,complete,100.0
2025-12-23/2025-12-29,ANDHRA PRADESH,BAPATLA,Watchlist,65.37730862578228,declining,Biometric,Biometric (36%),300,2289,2132,280,18,2,290,1999,1330,802,False,complete,100.0
2025-12-30/2026-01-05,ANDHRA PRADESH,BAPATLA,Stable,47.34783801491045,accelerating_down,Demographic,Demographic (35%),51,0,0,42,9,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ANDHRA PRADESH,CHITTOOR,Watchlist,75.36137611053012,insufficient_data,Demographic,Demographic (39%),0,28123,18012,0,0,0,2731,25392,12124,5888,True,partial,66.66666666666666
2025-04-01/2025-04-07,ANDHRA PRADESH,CHITTOOR,Stable,53.68239939821443,declining,Biometric,Biometric (57%),0,0,27064,0,0,0,0,0,20620,6444,True,partial,33.33333333333333
2025-04-29/2025-05-05,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,76.1675524347448,accelerating_up,Demographic,Demographic (43%),0,18609,20337,0,0,0,3123,15486,14746,5591,False,partial,66.66666666666666
2025-05-27/2025-06-02,ANDHRA PRADESH,CHITTOOR,Watchlist,73.49861338144564,stable,Demographic,Demographic (43%),0,8574,18766,0,0,0,1481,7093,12677,6089,False,partial,66.66666666666666
2025-07-01/2025-07-07,ANDHRA PRADESH,CHITTOOR,Watchlist,64.62968306775109,accelerating_down,Demographic,Demographic (49%),0,11422,12102,0,0,0,1731,9691,5531,6571,False,partial,66.66666666666666
2025-08-26/2025-09-01,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,75.85250407226505,accelerating_up,Demographic,Demographic (38%),86,809,441,80,6,0,91,718,170,271,False,complete,100.0
2025-09-02/2025-09-08,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,79.08779016030705,rising,Demographic,Demographic (37%),486,3973,2563,446,39,1,477,3496,1154,1409,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,CHITTOOR,Watchlist,69.71958281747777,accelerating_down,Demographic,Demographic (36%),442,3243,2301,399,40,3,398,2845,963,1338,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,CHITTOOR,Watchlist,73.9298446596041,rising,Demographic,Demographic (38%),379,3127,2041,326,42,11,331,2796,663,1378,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,CHITTOOR,Stable,59.27413028444992,accelerating_down,Enrolment,Enrolment (44%),342,0,0,259,69,14,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,76.1588244370307,accelerating_up,Demographic,Demographic (36%),87,311,4,82,5,0,14,297,2,2,False,complete,100.0
2025-10-14/2025-10-20,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,79.3951246079451,rising,Demographic,Demographic (36%),443,3364,2160,410,30,3,686,2678,956,1204,False,complete,100.0
2025-10-21/2025-10-27,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,89.00319916099915,accelerating_up,Biometric,Biometric (37%),248,3147,7334,230,16,2,711,2436,5739,1595,False,complete,100.0
2025-10-28/2025-11-03,ANDHRA PRADESH,CHITTOOR,Watchlist,87.3243964439143,stable,Biometric,Biometric (37%),543,5967,10589,491,51,1,2032,3935,8942,1647,True,complete,100.0
2025-11-04/2025-11-10,ANDHRA PRADESH,CHITTOOR,Watchlist,83.818180187274,declining,Biometric,Biometric (38%),396,4421,8569,361,28,7,1339,3082,6911,1658,False,complete,100.0
2025-11-11/2025-11-17,ANDHRA PRADESH,CHITTOOR,Watchlist,83.21734970104252,stable,Demographic,Demographic (35%),511,4902,4336,467,35,9,906,3996,2606,1730,False,complete,100.0
2025-11-18/2025-11-24,ANDHRA PRADESH,CHITTOOR,Watchlist,84.81295323110315,stable,Biometric,Biometric (38%),218,1698,2628,196,20,2,253,1445,2007,621,False,complete,100.0
2025-11-25/2025-12-01,ANDHRA PRADESH,CHITTOOR,Critical,90.39143976344076,accelerating_up,Enrolment,Enrolment (35%),175,3927,2639,166,9,0,809,3118,1800,839,False,complete,100.0
2025-12-02/2025-12-08,ANDHRA PRADESH,CHITTOOR,Watchlist,73.7578790907157,accelerating_down,Demographic,Demographic (41%),0,6870,4302,0,0,0,1260,5610,1889,2413,False,partial,66.66666666666666
2025-12-09/2025-12-15,ANDHRA PRADESH,CHITTOOR,Emerging_Risk,77.50219701528196,rising,Demographic,Demographic (38%),157,5346,3311,140,6,11,835,4511,1500,1811,False,complete,100.0
2025-12-16/2025-12-22,ANDHRA PRADESH,CHITTOOR,Watchlist,78.92064886874003,stable,Demographic,Demographic (37%),181,3117,1843,181,0,0,455,2662,1009,834,False,complete,100.0
2025-12-23/2025-12-29,ANDHRA PRADESH,CHITTOOR,Watchlist,79.13433736211945,stable,Biometric,Biometric (36%),454,3517,3679,421,25,8,508,3009,2262,1417,False,complete,100.0
2025-12-30/2026-01-05,ANDHRA PRADESH,CHITTOOR,Stable,52.07506460423334,accelerating_down,Enrolment,Enrolment (36%),85,0,0,71,14,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ANDHRA PRADESH,EAST GODAVARI,Watchlist,60.58162162504463,insufficient_data,Demographic,Demographic (38%),0,13224,8970,0,0,0,1223,12001,5417,3553,True,partial,66.66666666666666
2025-04-01/2025-04-07,ANDHRA PRADESH,EAST GODAVARI,Critical,67.40086801728158,rising,Demographic,Demographic (43%),0,3710,14821,0,0,0,380,3330,11083,3738,True,partial,66.66666666666666
2025-04-29/2025-05-05,ANDHRA PRADESH,EAST GODAVARI,Watchlist,69.82610674267016,stable,Demographic,Demographic (45%),0,8669,11965,0,0,0,1107,7562,8463,3502,True,partial,66.66666666666666
2025-05-27/2025-06-02,ANDHRA PRADESH,EAST GODAVARI,Watchlist,69.86218565824194,stable,Demographic,Demographic (45%),0,7406,12637,0,0,0,1086,6320,8891,3746,False,partial,66.66666666666666
2025-07-01/2025-07-07,ANDHRA PRADESH,EAST GODAVARI,Stable,54.10419538183535,accelerating_down,Demographic,Demographic (47%),0,2073,8164,0,0,0,212,1861,3984,4180,False,partial,66.66666666666666
2025-08-26/2025-09-01,ANDHRA PRADESH,EAST GODAVARI,Watchlist,65.18397108541959,accelerating_up,Demographic,Demographic (40%),46,588,333,40,5,1,50,538,171,162,False,complete,100.0
2025-09-02/2025-09-08,ANDHRA PRADESH,EAST GODAVARI,Watchlist,63.82270740781399,stable,Demographic,Demographic (37%),257,2298,1634,229,24,4,200,2098,919,715,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,EAST GODAVARI,Stable,57.245857162751925,accelerating_down,Demographic,Demographic (39%),223,2462,1495,201,20,2,266,2196,795,700,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,EAST GODAVARI,Stable,58.3154467396222,stable,Demographic,Demographic (39%),156,1921,1366,132,22,2,155,1766,713,653,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,EAST GODAVARI,Stable,49.73783659900827,accelerating_down,Demographic,Demographic (34%),131,0,0,116,15,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,EAST GODAVARI,Stable,53.66653945379345,rising,Demographic,Demographic (38%),35,165,1,29,6,0,9,156,1,0,False,complete,100.0
2025-10-14/2025-10-20,ANDHRA PRADESH,EAST GODAVARI,Watchlist,68.07299671228537,accelerating_up,Demographic,Demographic (39%),228,2447,1679,211,15,2,392,2055,930,749,False,complete,100.0
2025-10-21/2025-10-27,ANDHRA PRADESH,EAST GODAVARI,Emerging_Risk,76.40739906098251,rising,Biometric,Biometric (40%),117,2069,4349,103,14,0,372,1697,3478,871,False,complete,100.0
2025-10-28/2025-11-03,ANDHRA PRADESH,EAST GODAVARI,Watchlist,66.11052998230285,accelerating_down,Biometric,Biometric (38%),203,2843,3351,187,16,0,578,2265,2642,709,False,complete,100.0
2025-11-04/2025-11-10,ANDHRA PRADESH,EAST GODAVARI,Watchlist,63.00133758715609,declining,Biometric,Biometric (38%),191,2220,2649,173,16,2,376,1844,1946,703,False,complete,100.0
2025-11-11/2025-11-17,ANDHRA PRADESH,EAST GODAVARI,Watchlist,67.35565414850858,rising,Demographic,Demographic (38%),242,2738,2781,219,19,4,388,2350,1926,855,False,complete,100.0
2025-11-18/2025-11-24,ANDHRA PRADESH,EAST GODAVARI,Watchlist,70.81429285261879,rising,Biometric,Biometric (42%),110,862,1604,97,11,2,115,747,1263,341,False,complete,100.0
2025-11-25/2025-12-01,ANDHRA PRADESH,EAST GODAVARI,Watchlist,71.0019638656899,stable,Biometric,Biometric (38%),43,2720,1712,37,6,0,416,2304,1329,383,False,complete,100.0
2025-12-02/2025-12-08,ANDHRA PRADESH,EAST GODAVARI,Watchlist,65.388587215792,accelerating_down,Demographic,Demographic (40%),0,4026,2831,0,0,0,585,3441,1543,1288,False,partial,66.66666666666666
2025-12-09/2025-12-15,ANDHRA PRADESH,EAST GODAVARI,Watchlist,63.403332985899674,stable,Demographic,Demographic (42%),58,3550,2035,51,5,2,423,3127,1135,900,False,complete,100.0
2025-12-16/2025-12-22,ANDHRA PRADESH,EAST GODAVARI,Watchlist,67.43492472504055,rising,Biometric,Biometric (36%),102,1856,1707,101,1,0,227,1629,1247,460,False,complete,100.0
2025-12-23/2025-12-29,ANDHRA PRADESH,EAST GODAVARI,Watchlist,65.09153531921223,stable,Biometric,Biometric (38%),242,2250,2571,233,8,1,280,1970,1625,946,False,complete,100.0
2025-12-30/2026-01-05,ANDHRA PRADESH,EAST GODAVARI,Stable,47.34783801491045,accelerating_down,Demographic,Demographic (35%),51,0,0,44,7,0,0,0,0,0,False,partial,33.33333333333333
2025-02-25/2025-03-03,ANDHRA PRADESH,ELURU,Watchlist,62.67626172669296,insufficient_data,Biometric,Biometric (39%),0,12169,11922,0,0,0,835,11334,6882,5040,True,partial,66.66666666666666
2025-04-01/2025-04-07,ANDHRA PRADESH,ELURU,Stable,50.174121105880786,declining,Biometric,Biometric (53%),0,0,16706,0,0,0,0,0,12026,4680,False,partial,33.33333333333333
2025-04-29/2025-05-05,ANDHRA PRADESH,ELURU,Watchlist,64.32148686849067,accelerating_up,Biometric,Biometric (43%),0,378,15695,0,0,0,59,319,10281,5414,False,partial,66.66666666666666
2025-05-27/2025-06-02,ANDHRA PRADESH,ELURU,Watchlist,67.1573445383337,stable,Biometric,Biometric (42%),0,1638,16890,0,0,0,312,1326,11347,5543,True,partial,66.66666666666666
2025-07-01/2025-07-07,ANDHRA PRADESH,ELURU,Stable,40.87643763699068,accelerating_down,Biometric,Biometric (47%),0,0,9741,0,0,0,0,0,4411,5330,False,partial,33.33333333333333
2025-08-26/2025-09-01,ANDHRA PRADESH,ELURU,Watchlist,64.1271995843027,accelerating_up,Demographic,Demographic (41%),55,566,266,51,4,0,38,528,104,162,False,complete,100.0
2025-09-02/2025-09-08,ANDHRA PRADESH,ELURU,Watchlist,69.9421191466047,rising,Demographic,Demographic (37%),310,2958,2028,279,31,0,217,2741,798,1230,False,complete,100.0
2025-09-09/2025-09-15,ANDHRA PRADESH,ELURU,Watchlist,65.69478298590607,declining,Demographic,Demographic (36%),330,2821,2393,308,21,1,219,2602,885,1508,False,complete,100.0
2025-09-16/2025-09-22,ANDHRA PRADESH,ELURU,Watchlist,68.70806690890197,rising,Demographic,Demographic (38%),278,2643,1926,263,15,0,200,2443,613,1313,False,complete,100.0
2025-09-23/2025-09-29,ANDHRA PRADESH,ELURU,Watchlist,54.03612955576755,accelerating_down,Enrolment,Enrolment (38%),216,0,0,197,19,0,0,0,0,0,True,partial,33.33333333333333
2025-09-30/2025-10-06,ANDHRA PRADESH,ELURU,Stable,39.09556367858082,accelerating_down,Demographic,Demographic (42%),1,0,0,0,1,0,0,0,0,0,False,partial,33.33333333333333
2025-10-07/2025-10-13,ANDHRA PRADESH,ELURU,Stable,54.393762883930734,accelerating_up,Enrolment,Enrolment (34%),53,122,1,51,2,0,8,114,1,0,False,complete,100.0
2025-10-14/2025-10-20,ANDHRA PRADESH,ELURU,Watchlist,71.23015102765498,accelerating_up,Demographic,Demographic (36%),304,2301,1841,292,11,1,297,2004,661,1180,False,complete,100.0
